gene_a,gene_b,guide_a,guide_b,m_a0,m_0b,m_ab,mu,delta,rho_star,n_double,n_single_a,n_single_b,noise,lower_0.05,upper_0.05,sign_0.05,lower_0.1,upper_0.1,sign_0.1,lower_0.2,upper_0.2,sign_0.2,lower_0.3,upper_0.3,sign_0.3
BRAF,ERBB2,1033390638,1147333124,-1.0373317379027966,0.1941199876238797,-1.952142277953387,0.9494587503608551,-0.15947177731361495,0.05815618547354115,1,2,2,0.3842407986247814,-0.6808190384884277,0.36187548386119783,UNRESOLVED,-0.8179255010384591,0.49898194641122917,UNRESOLVED,-1.0921384261385219,0.773194871511292,UNRESOLVED,-1.3663513512385845,1.0474077966113546,UNRESOLVED
BRAF,ERBB2,1033379492,1147332907,-0.4092464768578173,0.3809126051030257,-1.515785879150654,0.9494587503608551,-0.5379932570350072,0.27915053776492604,1,2,2,0.3842407986247814,-1.0185966242836137,-0.05738988978640075,NEGATIVE,-1.1149591929074387,0.03897267883742428,UNRESOLVED,-1.307684330155089,0.23169781608507445,UNRESOLVED,-1.500409467402739,0.4244229533327246,UNRESOLVED
BRAF,ERBB2,1033379562,1147332907,-0.28152570775439645,0.3809126051030257,-1.315553897373645,0.9494587503608551,-0.46548204436141916,0.2586685902917733,1,2,2,0.3842407986247814,-0.9396993731548546,0.008735284432016321,UNRESOLVED,-1.0296759033235086,0.09871181460067036,UNRESOLVED,-1.2096289636608168,0.27866487493797854,UNRESOLVED,-1.389582023998125,0.4586179352752866,UNRESOLVED
BRAF,ERBB2,1033379490,1147332907,-0.1764766090431561,0.3809126051030257,-1.292246392770292,0.9494587503608551,-0.5472236384693066,0.3229445921739425,1,2,2,0.3842407986247814,-1.0161885123271799,-0.07825876461143311,NEGATIVE,-1.100912587560272,0.006465310621658893,UNRESOLVED,-1.270360738026456,0.175913461087843,UNRESOLVED,-1.43980888849264,0.345361611554027,UNRESOLVED
BRAF,ERBB2,1033390638,1147332907,-1.0373317379027966,0.3809126051030257,-2.111290601983277,0.9494587503608551,-0.5054127188226509,0.1977871377855008,1,2,2,0.3842407986247814,-1.0174203491235063,0.006594911478204457,UNRESOLVED,-1.1451871807995804,0.1343617431542785,UNRESOLVED,-1.4007208441517285,0.3898954065064266,UNRESOLVED,-1.6562545075038766,0.6454290698585747,UNRESOLVED
BRAF,ERBB2,1033379492,1147332732,-0.4092464768578173,-0.018571067913629315,-1.364355277782308,0.9494587503608551,0.012921017349993624,0.005553282646007072,1,2,2,0.3842407986247814,-0.4876565335494456,0.5134985682494329,UNRESOLVED,-0.6039932858241035,0.6298353205240907,UNRESOLVED,-0.8366667903734192,0.8625088250734064,UNRESOLVED,-1.0693402949227349,1.095182329622722,UNRESOLVED
BRAF,ERBB2,1033379562,1147332732,-0.28152570775439645,-0.018571067913629315,-1.599143231156064,0.9494587503608551,-0.3495877051271832,0.1589747319426793,1,2,2,0.3842407986247814,-0.8437792175714514,0.144603807317085,UNRESOLVED,-0.9537299313909382,0.25455452113657184,UNRESOLVED,-1.173631359029912,0.4744559487755454,UNRESOLVED,-1.3935327866688854,0.694357376414519,UNRESOLVED
BRAF,ERBB2,1033379490,1147332732,-0.1764766090431561,-0.018571067913629315,-1.308421601229235,0.9494587503608551,-0.1639151739115945,0.07827979932948138,1,2,2,0.3842407986247814,-0.6528542314203007,0.3250238835971117,UNRESOLVED,-0.7575524903042254,0.42972214248103646,UNRESOLVED,-0.9669490080720751,0.6391186602488861,UNRESOLVED,-1.1763455258399247,0.8485151780167357,UNRESOLVED
BRAF,ERBB2,1033390638,1147332732,-1.0373317379027966,-0.018571067913629315,-2.289606815692252,0.9494587503608551,-0.2842452595149709,0.0961971389211117,1,2,2,0.3842407986247814,-0.8162270734666591,0.24773655443671727,UNRESOLVED,-0.963968088793566,0.39547756976362414,UNRESOLVED,-1.2594501194473795,0.6909596004174376,UNRESOLVED,-1.554932150101193,0.9864416310712512,UNRESOLVED
MAP2K1,MAP2K2,1128285684,1161407654,-0.19275515311419839,0.5181551370738514,-1.220243479057007,0.9494587503608551,-0.5961847126558046,0.3788866067933058,1,2,2,1.2319968179497607,-1.906857406443668,0.7144879811320588,UNRESOLVED,-1.985533282281771,0.7931638569701618,UNRESOLVED,-2.1428850339579766,0.9505156086463675,UNRESOLVED,-2.3002367856341825,1.1078673603225733,UNRESOLVED
MAP2K1,MAP2K2,1128285684,1161407191,-0.19275515311419839,0.5854735255105836,-0.5988136470355842,0.9494587503608551,-0.042073269071114305,0.027933404209238705,1,2,2,1.2319968179497607,-1.3493800434371412,1.2652335052949126,UNRESOLVED,-1.4246899998534075,1.3405434617111789,UNRESOLVED,-1.57530991268594,1.4911633745437114,UNRESOLVED,-1.7259298255184725,1.641783287376244,UNRESOLVED
MAP2K1,MAP2K2,1128285684,1161411022,-0.19275515311419839,0.7276326065694114,-1.081792624218252,0.9494587503608551,-0.6672113273126099,0.4891435032642077,1,2,2,1.2319968179497607,-1.9674101476256955,0.6329874930004757,UNRESOLVED,-2.0356121499890203,0.7011894953638005,UNRESOLVED,-2.1720161547156698,0.8375935000904502,UNRESOLVED,-2.3084201594423197,0.9739975048170999,UNRESOLVED
MAP2K1,MAP2K2,1128285684,1161408011,-0.19275515311419839,0.7916590615941684,-0.6206881780722476,0.9494587503608551,-0.2701333361913625,0.2077927014021024,1,2,2,1.2319968179497607,-1.5671308337532102,1.0268641613704852,UNRESOLVED,-1.6321315133652972,1.0918648409825722,UNRESOLVED,-1.7621328725894714,1.2218662002067464,UNRESOLVED,-1.8921342318136454,1.3518675594309204,UNRESOLVED
MAP2K1,MAP2K2,1128285899,1161407654,0.12999615939007006,0.5181551370738514,-0.05507338450654323,0.9494587503608551,0.2462340693903904,0.19686658350071662,1,2,2,1.2319968179497607,-1.0483010587722597,1.5407691975530404,UNRESOLVED,-1.1108393689851492,1.60330750776593,UNRESOLVED,-1.2359159894109282,1.728384128191709,UNRESOLVED,-1.360992609836707,1.8534607486174877,UNRESOLVED
MAP2K1,MAP2K2,1128285899,1161407191,0.12999615939007006,0.5854735255105836,-1.691125566097888,0.9494587503608551,-1.4571365006376866,1.2312638387242696,1,2,2,1.2319968179497607,-2.7483057093785,-0.1659672918968731,NEGATIVE,-2.8074781001695532,-0.10679490110582024,NEGATIVE,-2.9258228817516585,0.011549880476285468,UNRESOLVED,-3.044167663333764,0.12989466205839095,UNRESOLVED
MAP2K1,MAP2K2,1128285899,1161411022,0.12999615939007006,0.7276326065694114,-1.419748810770285,0.9494587503608551,-1.3279188263689115,1.2752647580232708,1,2,2,1.2319968179497607,-2.6119800810567835,-0.04385757168103943,NEGATIVE,-2.664044517794895,0.008206865057072132,UNRESOLVED,-2.7681733912711177,0.11233573853329504,UNRESOLVED,-2.872302264747341,0.21646461200951794,UNRESOLVED
MAP2K1,MAP2K2,1128285899,1161408011,0.12999615939007006,0.7916590615941684,-2.108862095158105,0.9494587503608551,-2.081058565781489,2.12947804180116,1,2,2,1.2319968179497607,-3.361918497718123,-0.8001986338448546,NEGATIVE,-3.410781611704997,-0.751335519857981,NEGATIVE,-3.508507839678744,-0.6536092918842338,NEGATIVE,-3.6062340676524913,-0.5558830639104866,NEGATIVE
MAP2K1,MAP2K2,1128285887,1161407654,-0.4672143426067418,0.5181551370738514,0.8862499325978108,0.9494587503608551,1.7847678884915563,0.9657956631438536,1,2,2,1.2319968179497607,0.46037223522906556,3.109163541754047,POSITIVE,0.3679733999163355,3.201562377066777,POSITIVE,0.18317572929087556,3.386360047692237,POSITIVE,-0.0016219413345845979,3.5711577183176972,UNRESOLVED
